org_dataset	id	org	org_stance	response	response_stance	label	topic
political	390	And if we let the nations of Africa and Asia and Latin America feel that the United States is the real obstacle to disarmament , that we are not sincere in our desire for peace - if we continue to let the Soviet Union seize the offensive in disarmament negotiations - then these emerging areas of the world may well turn away from America and the free world , and begin to look to the Communist bloc for leadership in the fight for peace . And , of course , we must also seek disarmament because the only alternative to pursuit of an effective disarmament agreement is the pursuit of our present course - the arms race , the gap , new weapons , the development of even higher orders of mutual terror resulting in the ever higher likelihood of mutual destruction . But we will not move toward disarmament and a secure peace , we will not be any closer to freedom from fear , if we simply follow Mr. Nixon 's plan for meetings , more conferences , more study groups and discussions .	unknown	We will never be belligerent . We 're always going to be willing to go the extra mile to negotiate disarmament or anything , but we 're never going to fall into the fatal error of what has got us in war in the past and that is let dictators think that we will not react . So , this is the way to peace , and I want you to know that we will have no greater obligation than to keep the peace for ourselves , for our children , and also to see to it that our children have an opportunity to grow up and have a better life even than we 've had .	unknown	support	disarmament
political	391	I contrast that call to the dim , silent trumpet that this administration has given forth in the last few years . In Cuba , the Communists have established a satellite . In Venezuela , angry mobs assault the Vice President of the United States .	unknown	I believe this matter is so fundamental to decency in world affairs that until Red China has proved her adherence to these standards by her deeds and not just by her words , the next President should consider a veto , which we have never used , to be fully justified by the United States in the National Security Council - a veto of any effort to admit a nation that does not comply , as Red China does not comply . And now I want to turn to one other subject at hand , much closer , the problem of Cuba , a very difficult problem . People have often said ,  Mr .	unknown	unrelated	cuba
political	392	The administration 's position is in between . We would extend coverage to approximately 3 million not presently covered , and the coverage which we would extend is to those particular businesses which operate interstate and which have larger gross incomes and , therefore , businesses that we think could , therefore , pay the minimum wage , not resulting in unemployment , which might result if such businesses covered by the broader coverage of the Kennedy bill were brought under the minimum wage . I think the administration bill is the proper approach , and within the Senate at the present time , where the legislation currently is lodged , I am pressing for adoption of the administration bill .	unknown	Nor can we permit economic stagnation to continue in distressed areas . The administration has played politics with this issue - as well as with the minimum wage , health care for the aged , school construction , and housing programs . Every worker would do well to remember that the administration twice vetoed area redevelopment bills only to issue later pious protestations of concern and calls for action by Congress .	unknown	unrelated	minimum wage
political	393	I want to make it clear that I come to this section of Wisconsin to ask your support in this campaign with the full realization that the responsibility and burdens of the Presidency will be greater than they have ever been in the past . The whole spread of atomic weapons , the whole subject of disarmament , the whole crisis over Berlin which will hit this country and Western Germany hard next winter and next spring , the problems in the Far East , the maintenance of freedom in Latin America and Africa and Asia , the maintenance of full employment here in this section of Wisconsin , which depends on the paper industry , the maintenance of full employment in Pennsylvania which depends on an outgoing steel industry , the maintenance of full employment in West Virginia and Kentucky , which depend on coal - all these burdens will fall upon the desk of the next President of the United States . The tremendous revolution in agriculture , which has provided a great increase in the production of food and a sharp decrease in farm income - all these will come to rest upon the desk of the next President of the United States .	unknown	 Let me tell you about disarmament . When people say ,  I 'm for disarmament ,  and when some people write to me and say  Why , when Mr. Khrushchev comes over and says he 's for total disarmament - why do we have to insist on inspection ? Why ,  they say ,  could n't we just do it ? Would n't that be real leadership in the world ? Would n't that be bold and imaginative ?  Yes , it would ; but do you know what would happen ? The moment the United States ever enters into an agreement for disarmament , which would result in increasing his strength as against ours , we do n't help the cause of peace . We hurt it , because - why is America the guardian of peace today ? Because we 're the strongest nation in the world , and the difference is : We do n't want to use our strength for anything except to keep the peace .	unknown	unrelated	disarmament
political	394	Today almost 4 million Americans are out of work and another 3 million must struggle to maintain a decent standard of living on part-time work and half-full pay envelopes . And nowhere has the impact of Republican unemployment been greater than in the 126 sections of this country which are classified as areas of chronic labor surplus , areas where large numbers of men , long out of work , can not find new jobs , areas where unemployment compensation checks are runnning out , where industry has declined or collapsed , where families struggle for the bare essentials of a decent life , where thousands are forced to depend on meager and inadequate Government surplus food packages for existence . These are the rapidly growing islands of poverty in the midst of a rich and abundant America - islands which have been growing in number and expanding in size under the leadership of a Republican Party which is indifferent to the urgent human needs of our own people and which has fought against every effort of the Democratic Party to eliminate poverty and distress in America .	unknown	And , so I want to make clear where we do stand . I favor programs , programs that are constructive , programs that will work , programs that will produce progress ; more schools , a breakthrough in science , a breakthrough in medical care and medical research , progress in terms of better jobs for the American people , raising the minimum standards as far as our minimum wage , and our unemployment coverage is concerned . All of these things I stand for , but I want to make one thing clear : As far as the cost of my programs are concerned , they are billions less than what my opponent 's would cost .	unknown	attack	unemployment
political	395	But progressive legislation has not been the aim of the Republican leadership . Their aim has been : ( 1 ) To block the minimum wage bill ( which in its first year of operation would have raised the wages of an estimated 1 million Negro workers ) , the aged health care , housing , and education bills ( which also would have meant major advances in the rights of our lower income and minority group members ) . A majority of Republicans voted against the minimum wage bill , all but one voted against social security health care for the aged and not one Republican on the House Rules Committee was ready to let adequate education and housing bills come up for final action .	unknown	I 'm proud of that record , and we have a program that will produce greater progress and greater prosperity on those issues for America in the future , I can assure you . But may I say it would n't be enough to rest our case there because , you know , you can have the best jobs , the best social security , the best medical care that we can possibly imagine , and it is n't going to make any difference if we 're not around to enjoy it . And , so , I say peace without surrender , the extension of freedom , this is the great issue .	unknown	unrelated	medical care,health care
political	396	I have no doubt that the men of little faith who lead the Republican Party will criticize this goal as utopian and unrealistic . Such criticism comes easily to a party whose candidate has said that  unemployment is inevitable  - a party which has allowed the unemployment rate to soar to 5.7 percent - a party which has presided over a continual decline in our rate of economic growth . But such criticism will not halt our efforts .	unknown	Five times they have ignored the President 's recommendations and , instead , they have passed two pork-barrel bills of their own , each in an election year , 1958 and 1960 , and each so full of politics they were obviously nothing but veto-bait . The 1960 bill supported by my opponent was so bad , for example , that relatively little help would have gone to the areas of chronic unemployment really needing it . This politically inspired , opportunistic bill would have frittered away much of its assistance on places bearing no resemblance to our few truly distressed areas .	unknown	attack	unemployment
political	397	The administration supported an increase in the minimum wage in 1955 , and in 1957 urged legislation to extend minimum wage coverage to some 3 million additional workers , an extension which the Democratic-led Congress failed to approve . In 1960 , this administration sought to extend minimum wage coverage to 3.1 million additional workers and indicated support of an increase in the minimum wage to $ 1.15 per hour . The misstatement : In the first debate Senator Kennedy said that the Republican Party gives only  lipservice  to programs of medical care for the aged .	unknown	Mr. Nixon made a speech 3 weeks ago about what we need to do in housing , and he said in that speech the Housing Act of 1949 works very well , that is the basic housing act . Do you know he voted against it as a Congressman ? He leads a party that voted 90 percent against a 25-cent minimum wage in the midthirties and votes 90 percent against $ 1.25 in 1960 . He leads a party that voted 90 percent against social security in the midthirties and voted 90 percent against the medical care for the aged tied to social security .	unknown	attack	minimum wage
political	398	Yet , in the past 80 years , this problem has been virtually ignored ; we have had no real disarmament policy . And we have completely failed to provide the effort and the leadership which the pursuit of disarmament demands . In the entire U.S. Government we have had fewer than 100 men working on the complex problems of arms control .	unknown	 Let me tell you about disarmament . When people say ,  I 'm for disarmament ,  and when some people write to me and say  Why , when Mr. Khrushchev comes over and says he 's for total disarmament - why do we have to insist on inspection ? Why ,  they say ,  could n't we just do it ? Would n't that be real leadership in the world ? Would n't that be bold and imaginative ?  Yes , it would ; but do you know what would happen ? The moment the United States ever enters into an agreement for disarmament , which would result in increasing his strength as against ours , we do n't help the cause of peace . We hurt it , because - why is America the guardian of peace today ? Because we 're the strongest nation in the world , and the difference is : We do n't want to use our strength for anything except to keep the peace .	unknown	unrelated	disarmament
political	399	 Unemployment is not insignificant to the families of the unemployed - families who are forced to live in substandard homes and are unable to maintain even a subsistence of living in the richest country on earth . Unemployment is not insignificant to the children of the unemployed who are deprived of decent clothing and a decent diet . Unemployment is not insignificant to an America which desperately needs the skills and labor of all its citizens if it is to rebuild the strength which alone can maintain the cause of peace and freedom in a perilous and changing world .	unknown	But we can always do better and I am determined that we shall do better in quickening the pace of our economic advance and in minimizing interruptions to it . I am determined to undertake every sensible measure to that end , to lift to ever higher levels the number of jobs in America , to reduce unemployment further , and to utilize more fully our industrial capacity in steel and other lines To achieve that goal we must release fully the greatest creative force in human affairs - the spirit of individual enterprise in 180 million Americans . That effort calls for a many-sided program which I have been developing , and will continue to develop , in this campaign .	unknown	unrelated	unemployment
political	400	A major portion of the blame , I say , will rest on Mr. Kennedy , who two weeks before an election has made a statement which not only is provocative , but will be interpreted by the Soviets as an express invitation to do exactly that . And if they do come in you know what the result is ? It can only mean a civil war in Cuba , which the United States would not avoid entering , and this result could easily be spread into a conflict , into a world war , that every American of both parties wants to avoid ; and I say that Senator Kennedy owes it to the Nation to put the cause of peace and freedom before political consideration and to retract this immature , rash , and dangerous suggestion that he has made . Now , some of you who heard the debate , though , will remember that he said :  But , after all , this is nothing new ,  that we helped , he said , the Castro forces get arms and ammunition in the United States when they were supporting their revolution against Batista .	unknown	Secondly , how is it possible for the United States and the Soviet Union and France and Britain to come to a conclusion to cease nuclear testing with some worthwhile inspection system ? How is it possible for us , who initiated the first atomic advance - how is it possible for us to make a decisive breakthrough in this area ? Because of experiments now going on in Western Germany , it appears likely that almost 20 countries will have an atomic capacity by 1965 . China , Egypt , Cuba - all the rest of them , all possessing atomic weapons , all possessing a hydrogen capacity perhaps all possessing ballistic missiles , and the means of delivering them . When we realize that war has been the constant companion of mankind through the ages , we are about to move into a period of history when any country or combination of countries can destroy themselves , their adversaries , and perhaps the human race , all in the next 10 years .	unknown	unrelated	cuba
political	401	The question was , Am I for the Forand bill ? I introduced a companion bill to the Forand bill in the U.S. Senate . The Forand bill , of course , puts medical care for the aged under the social security system . We tried to pass a bill comparable to that during the last session of the Congress .	unknown	Let me tell you in a word , if I may why it is of such transcendent importance . I do n't mean that issues such as what kind of Government will see that we have the best job , the best schools , the best medical care , social security , are not important . Oh , I know how important they are .	unknown	unrelated	medical care,health care
political	402	There is resentment against the so-called colossus of the north , resentment which we could understand if we were in the same position , I am sure . Now , as far as our program toward Cuba is concerned though I would say that , from what I have learned , from talking to some Latin American leaders and from the reports I have read from our diplomats who have talked to Latin American leaders in other countries , they applaud what the United States has been doing toward Castro , by the strength that we have shown , the fact that we have not thrown our weight around in a way that many would have thought would have been unreasonable . They feel we were correct , I think , the majority of them , in acting as we did with regard to the sugar , the taking away of special consideration that we had with regard to sugar .	unknown	And , finally , instead of the hoped-for general relaxation of world tension , the Soviets have stepped up their efforts to create disorder , danger and division . They have established an Iron Curtain outpost only 90 miles from our shores in the once friendly nation of Cuba . They have , for the first time , extended their sphere of influence into Africa .	unknown	unrelated	cuba
political	403	I believe that the most effective method is through a program which will provide a choice whereby people who want to have the protection for catastrophic illnesses or , for that matter , for noncatastrophic illnesses , if they so desire , can have it , but where they are not forced to have it if they do not desire , and where they can choose getting that protection through government or through private plans , which they might choose , with some government assistance . And I would agree with Senator Kennedy , incidentally , to this extent : he indicated that this would be an issue in the campaign , I think it will be an issue in the campaign , and the question will not be one of ends , because both of us believe that there should he protection for our older citizens for medical care . The question will be one of means .	unknown	The man and party who oppose a decent minimum wage also oppose decent wages for our teachers . The man and the party who oppose medical care for the aged have no more compassion for the small farmer or the small businessman , or hungry families here in the United States or around the world . That kind of man and that kind of party likes things the way they are .	unknown	unrelated	medical care,health care
political	404	But in the two areas , two areas where peace can he won in the field of disarmament and in our representations abroad this country has been ill served . Disarmament planning is the most glaring omission in the field of national security and world peace of the last 8 years . [ Applause .	unknown	We must take advantage of these new technological discoveries , and we must move forward also because the Soviet is moving forward , and we must never let this gap , which presently exists between their strength and ours , a gap in our favor , be narrowed . As a matter of fact , we must increase it , increase it until the time comes when we can have real disarmament with inspection - and more about that later . In addition to this , of course , we need intelligence activities , and I want to talk very frankly about intelligence tonight , because this is a matter that has been discussed during this campaign , as you will recall , in our debates .	unknown	attack	disarmament
political	405	And unemployment is not insignificant to the Democratic Party - which has always pursued a policy of full employment - which has never said that there  must be some unemployment  and which is going to see that there are jobs for all Americans in the sixties . In fact , unemployment is only insignificant to Mr. Nixon and a Republican Party which has opposed every Democratic effort to put men back to work in the past 8 years - which has complacently stood by while unemployment rose from less than 2 million in 1952 to 4 million today and while Michigan lost more than 100,000 jobs despite an expanding population . For I believe that the American people are going to reject a party which - again in Mr. Nixon 's words - believes that  unemployment is inevitable ,  a party which lacks faith in the capacity of a strong and growing America to provide jobs for all its people , a party which , in the most fundamental sense , is letting America run down because it is failing to build America up , a party whose candidate is all too ready to threaten war but is unwilling to build up the strength which is the only guarantee of peace , who is always willing to speak loudly , but is unwilling to be sure that America carries a big stick .	unknown	One will never learn from my opponent that employment declined less than seasonally last month and that unemployment went down more than seasonally . Unemployment dropped not only as to number but also as a percentage of the labor force . His pessimistic talk today recalls to my mind the situation in 1953 when the Eisenhower administration assumed responsibility for the Nation 's affairs .	unknown	attack	unemployment
political	406	They do n't care , and I 'll prove it . We have a bill which does it the American way , not one that would have compulsory health insurance that would reduce the standard of medical care , that would compel millions of people who do n't want it and did n't need it to have it , but , one , a bill in which every American over 65 who wanted health insurance can get it , either private or Government , but in which no one in this country is compelled to have it against his will . That 's the American way of handling this problem .	unknown	And I do n't blame Mr. Nixon for trying to forget the record of a party which has opposed virtually every single Democratic measure designed to improve human welfare in this century , a party which has not initiated a single piece of forward looking social legislation since the time of William Howard Taft . Mr. Nixon did not ignore party affiliations between elections , when he led the Republican opposition to increased minimum wages , medical care for the aged , aid to education , help for distressed areas , and all the rest and the American people are not going to ignore Mr. Nixon 's party affiliation next week . The third Nixon theme is an attack on the policies of the Democratic Party .	unknown	attack	medical care,health care
political	407	Mr. Nixon voted against it , every single time , and I voted for it . Minimum wage - I see some signs waved around by great supportcrs of Mr. Nixon . I want to ask them three questions .	unknown	The principles for which Dwight Eisenhower and I have fought and will continue to fight are the ideals not only of Republicans but of Democrats as well . All through the campaign my opponent has been trumpeting the falsehood that I , in effect , feast on human misery - that I oppose minimum wage , help to distressed areas , social security , medical care for the aged , and all else that concerns the good of the American people . Last week Mr. Kennedy called me the leader of the social security wrecking crew - trying to secure votes from the aged by playing on their fears .	unknown	attack	minimum wage
political	408	Every administration and every 3 or 4 years , this country has to recognize that we must move ahead . So there is one set of opportunities which will be open to the next President and the next Congress , minimum wage of $ 1.25 an hour , medical care for the aged tied to social security , aid to education , stimulation of housing , urban renewal . These are all programs which have been part of our life for a great many years , really since Franklin Roosevelt 's first administration .	unknown	Now , what does this mean ? This means that we do want progress in this country , and want it to increase , but , my friends , the way to get it is to recognize that the engine of progress in the United States is not the Federal Government , but 180 million free individual Americans inspired by Government . Our opponents say they want progress and they 'll produce it , but you know how they say they 're going to get it ? They 're going to set up a huge new Government program in everything , whether its medical care or schools or housing or anything else , turn it over to the Federal Government , and they say this proves they care more for progress , that they will produce more . But , my friends , the record shows they 're wrong , because those are the same policies we found under Mr. Truman .	unknown	attack	medical care,health care
political	409	This need , still unmet , requires priority attention by the next Congress . The program must be a voluntary one , avoiding compulsory medical care as well as compulsory participation in medical care programs . It would support rather than discourage private medical insurance efforts .	unknown	This is a contest between a party which says  No  to the next decade and a party which says  Yes  as it has in so many years of our history . As long as there are millions of Americans who live in substandard housing as long as there are millions of our older citizens who wait out their lives with an income of less than $ 20 a week , without hope of good housing or medical care in their old age , as long as there are children in this country who go to school on a part-time basis , with teachers inadequately compensated , as long as there is unfinished business in this country , so long is their need for the Democratic Party , and there is need for the Democratic Party today . [ Applause .	unknown	unrelated	medical care,health care
political	411	in the first place , we have our responsibilities toward our people in this country , toward the 15 million Americans over the age of 65 who live on an average social security check of less than $ 78 a month . And yet this administration has refused to provide medical care for the aged tied to social security in the same way as they opposed social security itself 25 years ago . But in this area , and in minimum wage and in housing and in social justice , we move in the tradition of Franklin Roosevelt .	unknown	That 's what the program will buy for you . A compulsory medical care program - and I will have more to say about that in a moment . A teachers ' program , an education program , which differs from ours in this fundamental : It would take our teachers and put them directly under the Federal Government as far as subsidization of their salaries is concerned , and the net result of that would give the inevitable power to the Federal Government to tell our teachers what to teach - and we do n't want that in Washington .	unknown	unrelated	medical care,health care
political	412	Why is it that you stand against the proposals for disarmament that are made by Mr. Khrushchev ? Why is it that we ca n't go more than halfway on these proposals and take some of them on faith ?  I want to tell you why we ca n't . Because if the United States ever enters into a disarmament agreement with the Soviet or with any other potential aggressor which they might break and which we would keep , that would increase the danger of war rather than reduce it and that we must never do . [ Applause .	unknown	I think that we have many arms in the arsenal , and one of course is that , and we should keep that second to none . Secondly , I hope that we can try to work out with our adversaries , the Communists , a realistic system with inspection for the lessening of arms tension , for the cessation of nuclear tests and for the beginning of disarmament , and lift that heavy burden from us all . Thirdly , I think that we should assist those countries to the south of us who are attempting to solve their staggering economic problems and help them join with us .	unknown	attack	disarmament
political	413	 Our chief negotiator . This administration is liable on the whole series of grounds , Latin America , Africa , Asia , outer space , and here in the field of disarmament , which involves the security and peace of every person in and out of the State of Wisconsin , the head of our mission should say ,  We have given it very little time and attention .  [ Applause .	unknown	They want to go Eisenhower 's way - and that 's our way , and that 's the way we 're going . Now , the last point that I make is one that I make particularly because I know of the great concern the people in these university communities have for the cause of disarmament . People have often spoken to me - my friends who are Quakers , as I am , have written to me - and they have said ,  Mr .	unknown	support	disarmament
political	414	They feel we were correct , I think , the majority of them , in acting as we did with regard to the sugar , the taking away of special consideration that we had with regard to sugar . They thought that was justified in view of the Cuban Government 's expropriation of much of our property , but I think our present course in Cuba has not lost us friends in Latin America . If anything , it has gained us friends .	unknown	But in the case of both Africa and Latin America , the hour is late , the world is moving fast , our role and our position have changed , and I do think it is vitally important in those areas and in other areas that we precede events ; that we do not move after them . In other words , I do not like to see the United States offer assistance to Latin America as a result of difficulties in Cuba . I would like to see us offer the hand of friendship to Latin America because of a traditional conviction that the United States can not maintain its freedom unless Latin America is a strong and viable and growing hemisphere .	unknown	support	cuba
political	415	The misstatement : In the second debate Senator Kennedy said : The Republicans in recent years , not only in the last 25 years , but in the last 8 years , have opposed * * * minimum wage * * The facts : Senator Kennedy is saying that Republicans who opposed his particular bill are against minimum wage . The administration supported an increase in the minimum wage in 1955 , and in 1957 urged legislation to extend minimum wage coverage to some 3 million additional workers , an extension which the Democratic-led Congress failed to approve . In 1960 , this administration sought to extend minimum wage coverage to 3.1 million additional workers and indicated support of an increase in the minimum wage to $ 1.15 per hour .	unknown	Mr. Nixon made a speech 3 weeks ago about what we need to do in housing , and he said in that speech the Housing Act of 1949 works very well , that is the basic housing act . Do you know he voted against it as a Congressman ? He leads a party that voted 90 percent against a 25-cent minimum wage in the midthirties and votes 90 percent against $ 1.25 in 1960 . He leads a party that voted 90 percent against social security in the midthirties and voted 90 percent against the medical care for the aged tied to social security .	unknown	attack	minimum wage
political	416	Thomas Jefferson has often made the point that the greatest guarantee of freedom is to diffuse power and that we must not have concentration of power in an all-powerful Federal Government , and it is because we believe that any kind of program that would put immense power in the Federal Government over our school system is something that Americans should reject , not because of the amount of money that is being spent , but because this kind of power is something which , in the wrong hands , would be something that all Americans would be against . Let me give you one other example in the program of medical care for the aged . We all want better health care for our older citizens .	unknown	His figures are wholly fictitious . But how can anyone figure the cost of the Republican platform ? How much have they cost the taxpayer for the dams and highways that cost more now than they did when they should have been built ? How can you measure the cost of increased juvenile delinquency bred in the slums they refuse to clean up ? How can you measure the cost to their families of the medical care aged persons are denied ? How can you measure the cost every consumer bears in high interest rates - or the cost of an abandoned farms - or the cost of illness caused by polluted water ? How much more are emergency programs in foreign aid costing us because we did not long ago take the steps we should have taken before a crisis was reached in the Middle East , in Latin America or in Africa ? And how do you measure the cost to a country whose security is in danger of being nibbled away by brush-fire wars too limited to justify the use of the massive retaliation our defense budgets have forced us to rely upon ? I do not call that economy . The Republican Party is one of waste - the waste of our human resources and the waste of our natural resources .	unknown	unrelated	medical care,health care
political	418	[ Cheers and applause . ] And then , three , we have the lesson in Cuba , here again the President , with great statesmanship , saying he will contain Mr. Castro ; we will contain him economically and politically , Senator Kennedy saying  No '  ; we 've got to go further , and then shooting from the hip , advocating direct Government intervention , in effect , and it was interpreted that way all over the free world , in the affairs of Cuba . What would that have done ? It would have decimated the people of that island .	unknown	These people will feel they have no chance , and then , of course , they will listen to Castros . So I would suggest that the United States try to develop again the spirit of the good neighbor policy of Franklin Roosevelt , that we regard this as the first line of defense , that we bring in students , that we broadcast in Spanish to Cuba and all of Latin America , that we tell our story , that we help them distribute their agricultural products and resources , and maintain their economy and provide a gradual increase in the standard of living for each person . This is the key to Latin America .	unknown	attack	cuba
political	419	They are equally entitled to share in economic progress . The fiscal burden of an inadequate minimum wage law lies upon the community , and thus upon every taxpayer . In New York City , 44 percent of the families to whom relief is extended include those who are wage earners but whose incomes are inadequate .	unknown	The administration 's position is in between . We would extend coverage to approximately 3 million not presently covered , and the coverage which we would extend is to those particular businesses which operate interstate and which have larger gross incomes and , therefore , businesses that we think could , therefore , pay the minimum wage , not resulting in unemployment , which might result if such businesses covered by the broader coverage of the Kennedy bill were brought under the minimum wage . I think the administration bill is the proper approach , and within the Senate at the present time , where the legislation currently is lodged , I am pressing for adoption of the administration bill .	unknown	unrelated	minimum wage
political	421	[ Applause . ] Since this campaign began , I have spoken in areas of heavy and prolonged unemployment in at least a dozen States . And I can tell you that those of you who live in this area are not alone in having thousands of citizens who want to work , who are able to work , but who have gone for months and even years without finding work .	unknown	He knows it , the economy is moving up . He knows that unemployment went down more than seasonally last month and employment went up more than seasonally , and you know a funny thing ? In that same Detroit paper that I saw was an eight-column head  Kennedy Predicts Recession .  You know what an eight-column head right underneath it was ?  Auto Sales at an Alltime High in America .	unknown	attack	unemployment
political	422	 [ Applause . ] When a political party votes , in 1935 , 98 percent against the 25-cent minimum wage , I know what the party stands for ; and when that same political party in 1960 votes in the House of Representatives 85 percent against $ 1.25 minimum wage in 1960 , I know the Republican Party stands where it has always stood-against ; not for , but against . Mr. Nixon leads a party which regards $ 1.25 minimum wage as extreme , which regards medical care for the aged tied to social security as extreme .	unknown	The misstatement : In the second debate Senator Kennedy said : The Republicans in recent years , not only in the last 25 years , but in the last 8 years , have opposed * * * minimum wage * * The facts : Senator Kennedy is saying that Republicans who opposed his particular bill are against minimum wage . The administration supported an increase in the minimum wage in 1955 , and in 1957 urged legislation to extend minimum wage coverage to some 3 million additional workers , an extension which the Democratic-led Congress failed to approve . In 1960 , this administration sought to extend minimum wage coverage to 3.1 million additional workers and indicated support of an increase in the minimum wage to $ 1.15 per hour .	unknown	attack	minimum wage
political	423	We had no position and we adopted that of the British . Our negotiators had to leave Geneva during the Conference itself to come to Washington to find out what our position was , and again we failed to prepare for disarmament . Throughout the consistent history of indifference and failure the arms race has continued to mount .	unknown	We hurt it , because - why is America the guardian of peace today ? Because we 're the strongest nation in the world , and the difference is : We do n't want to use our strength for anything except to keep the peace . We do n't want anything from anybody else , but remember this : The moment the men in the Kremlin ever have more strength than we have , the moment we ever enter into a disarmament agreement , which would not have ironclad inspection , in which they would gain strength against us , we find that the enemies of peace then , the men in the Kremlin , are in a position where they can do what they want , and that is : They would use their strength to start war . They would use it because their aim is to conquer the world .	unknown	unrelated	disarmament
political	424	It involves the lives and security of us all . I believe that we should set up an arms research institute - a peace institute - in the National Government , which will work as hard on the subject of disarmament , work as hard on the subject of peace , as our Defense Establishment does to protect us . We need to be strong , but we also need to be working toward peace .	unknown	We must take advantage of these new technological discoveries , and we must move forward also because the Soviet is moving forward , and we must never let this gap , which presently exists between their strength and ours , a gap in our favor , be narrowed . As a matter of fact , we must increase it , increase it until the time comes when we can have real disarmament with inspection - and more about that later . In addition to this , of course , we need intelligence activities , and I want to talk very frankly about intelligence tonight , because this is a matter that has been discussed during this campaign , as you will recall , in our debates .	unknown	support	disarmament
political	425	[ Laughter . ] As long as 35 percent of our brightest boys and girls graduating from high school never get to college , as long as only the children of wealthy or reasonably wealthy parents can hope to get through medical school , as long as we are producing far less doctors for our population than we were before , as long as we are not developing our resources , rebuilding our cities , moving our economy ahead , as long as we are not giving the same effort to disarmament and nuclear controls that we are to arms and war , as long as science and technology and space and the earth are not being used to make men 's lives more secure , in my judgment we are not meeting our full potential , our full capacity . I come to this ancient city here in Philadelphia .	unknown	In other words , disarmament without inspection increases the risk of war . It 's only disarmament with inspection that will reduce the risk of war . So , I pledge to you that , with my colleague , Cabot Lodge , to whom I am going to give special assignments in this field , we will take the initiative at every opportunity to deal with Mr. Khrushchev and to work out whatever arrangement we can that will provide inspection for disarmament , for tests , for all these other items which I am discussing tonight .	unknown	unrelated	disarmament
political	426	I believe that the most effective method is through a program which will provide a choice whereby people who want to have the protection for catastrophic illnesses or , for that matter , for noncatastrophic illnesses , if they so desire , can have it , but where they are not forced to have it if they do not desire , and where they can choose getting that protection through government or through private plans , which they might choose , with some government assistance . And I would agree with Senator Kennedy , incidentally , to this extent : he indicated that this would be an issue in the campaign , I think it will be an issue in the campaign , and the question will not be one of ends , because both of us believe that there should he protection for our older citizens for medical care . The question will be one of means .	unknown	The question was , Am I for the Forand bill ? I introduced a companion bill to the Forand bill in the U.S. Senate . The Forand bill , of course , puts medical care for the aged under the social security system . We tried to pass a bill comparable to that during the last session of the Congress .	unknown	attack	medical care,health care
political	428	Fourth , we will extend and apply practical programs to ease the lot of persons caught up in the steel crisis . Those forced to rely on unemployment insurance should receive more adequate benefits for a more adequate period . Those forced to rely on surplus food packages should receive a more balanced , nourishing diet .	unknown	In 1939 , when war came in Europe , unemployment in America , after 6 futile years of their trying to solve it , stood just under 9 ½ million . Let 's face it : It took war to solve the unemployment riddle for them . After the war was over opposition spokesmen forecast some 6 million unemployed .	unknown	unrelated	unemployment
political	431	We have never adopted a comprehensive and meaningful position , and we have too often resorted instead to irresponsible grandstand plays . I have proposed a national peace agency , an arms control research institute , to prepare those studies necessary for a firm and precise policy , to make certain our spokesmen are better prepared and better staffed at future conferences , to enable us to seize the disarmament initiative . For I know we can do better .	unknown	We must take advantage of these new technological discoveries , and we must move forward also because the Soviet is moving forward , and we must never let this gap , which presently exists between their strength and ours , a gap in our favor , be narrowed . As a matter of fact , we must increase it , increase it until the time comes when we can have real disarmament with inspection - and more about that later . In addition to this , of course , we need intelligence activities , and I want to talk very frankly about intelligence tonight , because this is a matter that has been discussed during this campaign , as you will recall , in our debates .	unknown	attack	disarmament
political	432	The unconcern of the Republican candidate about all this is not surprising . Last May he said  Unless unemployment goes over 4.5 million , it does n't become a significant issue in the minds of a great many people .  In June , he said ,  I recognize that in a free economy you ca n't have full employment .	unknown	He knows it , the economy is moving up . He knows that unemployment went down more than seasonally last month and employment went up more than seasonally , and you know a funny thing ? In that same Detroit paper that I saw was an eight-column head  Kennedy Predicts Recession .  You know what an eight-column head right underneath it was ?  Auto Sales at an Alltime High in America .	unknown	unrelated	unemployment
political	433	[ Laughter . ] First , he wanted to discuss just Cuba , and we said ,  Well , we thought we ought to discuss some other subjects .  Then he wanted the vice presidential candidates in there , and I said that was fine .	unknown	Now , how does our opponent compare in this field ? All I can say is this : On three great issues - the Formosa Straits , the President 's conduct at the summit conference , when he refused to apologize to Khrushchev , as he should have refused to apologize to him --- [ Cheers and applause . ] And then on Cuba - Senator Kennedy has said one thing , President Eisenhower has said another - President Eisenhower has been right , Senator Kennedy has been wrong - and the American people know it . [ Cheers and applause .	unknown	unrelated	cuba
